Character,Sentence
BRUTUS,". No, not an oath. If not the face of men,The sufferance of our souls, the time's abuse-If these be motives weak, break off betimes,And every man hence to his idle bed;So let high-sighted tyranny range onTill each man drop by lottery. But if these,As I am sure they do, bear fire enoughTo kindle cowards and to steel with valorThe melting spirits of women, then, countrymen,What need we any spur but our own causeTo prick us to redress? What other bondThan secret Romans that have spoke the wordAnd will not palter? And what other oathThan honesty to honesty engagedThat this shall be or we will fall for it?Swear priests and cowards and men cautelous,Old feeble carrions and such suffering soulsThat welcome wrongs; unto bad causes swearSuch creatures as men doubt; but do not stainThe even virtue of our enterprise,Nor the insuppressive mettle of our spirits,To think that or our cause or our performanceDid need an oath; when every drop of bloodThat every Roman bears, and nobly bears,Is guilty of a several bastardyIf he do break the smallest particleOf any promise that hath pass'd from him."
CASSIUS,. But what of Cicero? Shall we sound him?I think he will stand very strong with us.
CASCA,. Let us not leave him out.
BRUTUS,". O, name him not; let us not break with him,For he will never follow anythingThat other men begin."
CASSIUS,. Then leave him out.
CASCA,. Indeed he is not fit.
CASSIUS,". Decius, well urged. I think it is not meetMark Antony, so well beloved of Caesar,Should outlive Caesar. We shall find of himA shrewd contriver; and you know his means,If he improve them, may well stretch so farAs to annoy us all, which to prevent,Let Antony and Caesar fall together."
BRUTUS,". Our course will seem too bloody, Caius Cassius,To cut the head off and then hack the limbsLike wrath in death and envy afterwards;For Antony is but a limb of Caesar.Let us be sacrificers, but not butchers, Caius.We all stand up against the spirit of Caesar,And in the spirit of men there is no blood.O, that we then could come by Caesar's spirit,And not dismember Caesar! But, alas,Caesar must bleed for it! And, gentle friends,Let's kill him boldly, but not wrathfully;Let's carve him as a dish fit for the gods,Not hew him as a carcass fit for hounds;And let our hearts, as subtle masters do,Stir up their servants to an act of rageAnd after seem to chide 'em. This shall makeOur purpose necessary and not envious,Which so appearing to the common eyes,We shall be call'd purgers, not murderers.And for Mark Antony, think not of him,For he can do no more than Caesar's armWhen Caesar's head is off."
CASSIUS,". Yet I fear him,For in the ingrated love he bears to Caesar-"
BRUTUS,". Alas, good Cassius, do not think of him.If he love Caesar, all that he can doIs to himself, take thought and die for Caesar.And that were much he should, for he is givenTo sports, to wildness, and much company."
BRUTUS,". Peace, count the clock."
CASSIUS,. The clock hath stricken three.
CASSIUS,". But it is doubtful yetWhether Caesar will come forth today or no,For he is superstitious grown of late,Quite from the main opinion he held onceOf fantasy, of dreams, and ceremonies.It may be these apparent prodigies,The unaccustom'd terror of this night,And the persuasion of his augurersMay hold him from the Capitol today."
CASSIUS,". Nay, we will all of us be there to fetch him."
BRUTUS,. By the eighth hour. Is that the utter most?
BRUTUS,". Now, good Metellus, go along by him.He loves me well, and I have given him reasons;Send him but hither, and I'll fashion him."
CASSIUS,". The morning comes upon 's. We'll leave you, Brutus,And, friends, disperse yourselves, but all rememberWhat you have said and show yourselves true Romans."
BRUTUS,". Good gentlemen, look fresh and merrily;Let not our looks put on our purposes,But bear it as our Roman actors do,With untired spirits and formal constancy.And so, good morrow to you every one.Exeunt all but Brutus.Boy! Lucius! Fast asleep? It is no matter.Enjoy the honey-heavy dew of slumber;Thou hast no figures nor no fantasies,Which busy care draws in the brains of men;Therefore thou sleep'st so sound.Enter Portia."
BRUTUS,". Portia, what mean you? Wherefore rise you now?It is not for your health thus to commitYour weak condition to the raw cold morning."
BRUTUS,". I am not well in health, and that is all."
BRUTUS,". Why, so I do. Good Portia, go to bed."
BRUTUS,". Kneel not, gentle Portia."
BRUTUS,". You are my true and honorable wife,As dear to me as are the ruddy dropsThat visit my sad heart."
BRUTUS,". O ye gods,Render me worthy of this noble wife! Knocking within.Hark, hark, one knocks. Portia, go in awhile,And by and by thy bosom shall partakeThe secrets of my heart.All my engagements I will construe to thee,All the charactery of my sad brows.Leave me with haste. [Exit Portia.] Lucius, who's thatknocks?Re-enter Lucius with Ligarius."
BRUTUS,". Caius Ligarius, that Metellus spake of.Boy, stand aside. Caius Ligarius, how?"
BRUTUS,". O, what a time have you chose out, brave Caius,To wear a kerchief! Would you were not sick!"
BRUTUS,". Such an exploit have I in hand, Ligarius,Had you a healthful ear to hear of it."
BRUTUS,. A piece of work that will make sick men whole.
BRUTUS,". That must we also. What it is, my Caius,I shall unfold to thee, as we are goingTo whom it must be done."
BRUTUS,. Follow me then.Exeunt.
CAESAR,". Nor heaven nor earth have been at peace tonight.Thrice hath Calpurnia in her sleep cried out,""Help, ho! They murther Caesar!"" Who's within?Enter a Servant."
CAESAR,". Go bid the priests do present sacrifice,And bring me their opinions of success."
CAESAR,". Caesar shall forth: the things that threaten'd meNe'er look'd but on my back; when they shall seeThe face of Caesar, they are vanished."
CAESAR,". What can be avoidedWhose end is purposed by the mighty gods?Yet Caesar shall go forth, for these predictionsAre to the world in general as to Caesar."
CAESAR,". Cowards die many times before their deaths;The valiant never taste of death but once.Of all the wonders that I yet have heard,It seems to me most strange that men should fearSeeing that death, a necessary end,Will come when it will come.Re-enter Servant.What say the augurers?"
CAESAR,". The gods do this in shame of cowardice.Caesar should be a beast without a heartIf he should stay at home today for fear.No, Caesar shall not. Danger knows full wellThat Caesar is more dangerous than he.We are two lions litter'd in one day,And I the elder and more terrible.And Caesar shall go forth."
CAESAR,". Mark Antony shall say I am not well,And, for thy humor, I will stay at home.Enter Decius.Here's Decius Brutus, he shall tell them so."
CAESAR,". And you are come in very happy timeTo bear my greeting to the senatorsAnd tell them that I will not come today.Cannot, is false, and that I dare not, falser:I will not come today. Tell them so, Decius."
CAESAR,". Shall Caesar send a lie?Have I in conquest stretch'd mine arm so farTo be afeard to tell greybeards the truth?Decius, go tell them Caesar will not come."
CAESAR,". The cause is in my will: I will not come,That is enough to satisfy the Senate.But, for your private satisfaction,Because I love you, I will let you know.Calpurnia here, my wife, stays me at home;She dreamt tonight she saw my statue,Which, like a fountain with an hundred spouts,Did run pure blood, and many lusty RomansCame smiling and did bathe their hands in it.And these does she apply for warnings and portentsAnd evils imminent, and on her kneeHath begg'd that I will stay at home today."
CAESAR,. And this way have you well expounded it.
CAESAR,". How foolish do your fears seem now, Calpurnia!I am ashamed I did yield to them.Give me my robe, for I will go.Enter Publius, Brutus, Ligarius, Metellus, Casca,Trebonius, and Cinna.And look where Publius is come to fetch me."
CAESAR,". Welcome, Publius.What, Brutus, are you stirr'd so early too?Good morrow, Casca. Caius Ligarius,Caesar was ne'er so much your enemyAs that same ague which hath made you lean.What is't o'clock?"
BRUTUS,". Caesar, 'tis strucken eight."
CAESAR,". I thank you for your pains and courtesy.Enter Antony.See, Antony, that revels long o' nights,Is notwithstanding up. Good morrow, Antony."
ANTONY,. So to most noble Caesar.
CAESAR,". Bid them prepare within.I am to blame to be thus waited for.Now, Cinna; now, Metellus; what, Trebonius,I have an hour's talk in store for you;Remember that you call on me today;Be near me, that I may remember you."
CAESAR,". Good friends, go in and taste some wine with me,And we like friends will straightway go together."
BRUTUS,". [Aside.] That every like is not the same, O Caesar,The heart of Brutus yearns to think upon!Exeunt."
CAESAR,. The ides of March are come.
CAESAR,. What touches us ourself shall be last served.
CAESAR,". What, is the fellow mad?"
CASSIUS,". What, urge you your petitions in the street?Come to the Capitol.Caesar goes up to the Senate House, the rest follow."
CASSIUS,". What enterprise, Popilius?"
BRUTUS,. What said Popilius Lena?
CASSIUS,. He wish'd today our enterprise might thrive.I fear our purpose is discovered.
BRUTUS,". Look, how he makes to Caesar. Mark him."
CASSIUS,". Casca,Be sudden, for we fear prevention.Brutus, what shall be done? If this be known,Cassius or Caesar never shall turn back,For I will slay myself."
BRUTUS,". Cassius, be constant.Popilius Lena speaks not of our purposes;For, look, he smiles, and Caesar doth not change."
CASSIUS,". Trebonius knows his time, for, look you, Brutus,He draws Mark Antony out of the way.Exeunt Antony and Trebonius."
BRUTUS,. He is address'd; press near and second him.
CAESAR,. Are we all ready? What is now amissThat Caesar and his Senate must redress?
CAESAR,". I must prevent thee, Cimber.These couchings and these lowly courtesiesMight fire the blood of ordinary menAnd turn preordinance and first decreeInto the law of children. Be not fondTo think that Caesar bears such rebel bloodThat will be thaw'd from the true qualityWith that which melteth fools- I mean sweet words,Low-crooked court'sies, and base spaniel-fawning.Thy brother by decree is banished.If thou dost bend and pray and fawn for him,I spurn thee like a cur out of my way.Know, Caesar doth not wrong, nor without causeWill he be satisfied."
BRUTUS,". I kiss thy hand, but not in flattery, Caesar,Desiring thee that Publius Cimber mayHave an immediate freedom of repeal."
CAESAR,". What, Brutus?"
CASSIUS,". Pardon, Caesar! Caesar, pardon!As low as to thy foot doth Cassius fallTo beg enfranchisement for Publius Cimber."
CAESAR,". I could be well moved, if I were as you;If I could pray to move, prayers would move me;But I am constant as the northern star,Of whose true-fix'd and resting qualityThere is no fellow in the firmament.The skies are painted with unnumber'd sparks;They are all fire and every one doth shine;But there's but one in all doth hold his place.So in the world, 'tis furnish'd well with men,And men are flesh and blood, and apprehensive;Yet in the number I do know but oneThat unassailable holds on his rank,Unshaked of motion; and that I am he,Let me a little show it, even in this;That I was constant Cimber should be banish'd,And constant do remain to keep him so."
CAESAR,. Hence! Wilt thou lift up Olympus?
CAESAR,. Doth not Brutus bootless kneel?
CASCA,". Speak, hands, for me!Casca first, then the other Conspiratorsand Marcus Brutus stab Caesar."
CAESAR,". Et tu, Brute?- Then fall, Caesar! Dies."
CASSIUS,". Some to the common pulpits and cry out""Liberty, freedom, and enfranchisement!"""
BRUTUS,". People and senators, be not affrighted,Fly not, stand still; ambition's debt is paid."
CASCA,". Go to the pulpit, Brutus."
BRUTUS,. Where's Publius?
BRUTUS,". Talk not of standing. Publius, good cheer,There is no harm intended to your person,Nor to no Roman else. So tell them, Publius."
CASSIUS,". And leave us, Publius, lest that the peopleRushing on us should do your age some mischief."
BRUTUS,". Do so, and let no man abide this deedBut we the doers.Re-enter Trebonius."
CASSIUS,. Where is Antony?
BRUTUS,". Fates, we will know your pleasures.That we shall die, we know; 'tis but the timeAnd drawing days out that men stand upon."
CASSIUS,". Why, he that cuts off twenty years of lifeCuts off so many years of fearing death."
BRUTUS,". Grant that, and then is death a benefit;So are we Caesar's friends that have abridgedHis time of fearing death. Stoop, Romans, stoop,And let us bathe our hands in Caesar's bloodUp to the elbows, and besmear our swords;Then walk we forth, even to the marketplace,And waving our red weapons o'er our heads,Let's all cry, ""Peace, freedom, and liberty!"""
CASSIUS,". Stoop then, and wash. How many ages henceShall this our lofty scene be acted overIn states unborn and accents yet unknown!"
BRUTUS,". How many times shall Caesar bleed in sport,That now on Pompey's basis lies alongNo worthier than the dust!"
CASSIUS,". So oft as that shall be,So often shall the knot of us be call'dThe men that gave their country liberty."
CASSIUS,". Ay, every man away.Brutus shall lead, and we will grace his heelsWith the most boldest and best hearts of Rome.Enter a Servant."
BRUTUS,". Soft, who comes here? A friend of Antony's."
BRUTUS,". Thy master is a wise and valiant Roman;I never thought him worse.Tell him, so please him come unto this place,He shall be satisfied and, by my honor,Depart untouch'd."
BRUTUS,. I know that we shall have him well to friend.
CASSIUS,". I wish we may, but yet have I a mindThat fears him much, and my misgiving stillFalls shrewdly to the purpose.Re-enter Antony."
BRUTUS,". But here comes Antony. Welcome, Mark Antony."
ANTONY,". O mighty Caesar! Dost thou lie so low?Are all thy conquests, glories, triumphs, spoils,Shrunk to this little measure? Fare thee well.I know not, gentlemen, what you intend,Who else must be let blood, who else is rank.If I myself, there is no hour so fitAs Caesar's death's hour, nor no instrumentOf half that worth as those your swords, made richWith the most noble blood of all this world.I do beseech ye, if you bear me hard,Now, whilst your purpled hands do reek and smoke,Fulfill your pleasure. Live a thousand years,I shall not find myself so apt to die;No place will please me so, no means of death,As here by Caesar, and by you cut off,The choice and master spirits of this age."
BRUTUS,". O Antony, beg not your death of us!Though now we must appear bloody and cruel,As, by our hands and this our present actYou see we do, yet see you but our handsAnd this the bleeding business they have done.Our hearts you see not; they are pitiful;And pity to the general wrong of Rome-As fire drives out fire, so pity pity-Hath done this deed on Caesar. For your part,To you our swords have leaden points, Mark Antony;Our arms in strength of malice, and our heartsOf brothers' temper, do receive you inWith all kind love, good thoughts, and reverence."
CASSIUS,. Your voice shall be as strong as any man'sIn the disposing of new dignities.
BRUTUS,". Only be patient till we have appeasedThe multitude, beside themselves with fear,And then we will deliver you the causeWhy I, that did love Caesar when I struck him,Have thus proceeded."
ANTONY,". I doubt not of your wisdom.Let each man render me his bloody hand.First, Marcus Brutus, will I shake with you;Next, Caius Cassius, do I take your hand;Now, Decius Brutus, yours; now yours, Metellus;Yours, Cinna; and, my valiant Casca, yours;Though last, not least in love, yours, good Trebonius.Gentlemen all- alas, what shall I say?My credit now stands on such slippery ground,That one of two bad ways you must conceit me,Either a coward or a flatterer.That I did love thee, Caesar, O, 'tis true!If then thy spirit look upon us now,Shall it not grieve thee dearer than thy deathTo see thy Antony making his peace,Shaking the bloody fingers of thy foes,Most noble! In the presence of thy corse?Had I as many eyes as thou hast wounds,Weeping as fast as they stream forth thy blood,It would become me better than to closeIn terms of friendship with thine enemies.Pardon me, Julius! Here wast thou bay'd, brave hart,Here didst thou fall, and here thy hunters stand,Sign'd in thy spoil, and crimson'd in thy Lethe.O world, thou wast the forest to this hart,And this, indeed, O world, the heart of thee.How like a deer strucken by many princesDost thou here lie!"
CASSIUS,. Mark Antony-
ANTONY,". Pardon me, Caius Cassius.The enemies of Caesar shall say this:Then, in a friend, it is cold modesty."
CASSIUS,". I blame you not for praising Caesar so;But what compact mean you to have with us?Will you be prick'd in number of our friends,Or shall we on, and not depend on you?"
ANTONY,". Therefore I took your hands, but was indeedSway'd from the point by looking down on Caesar.Friends am I with you all and love you all,Upon this hope that you shall give me reasonsWhy and wherein Caesar was dangerous."
BRUTUS,". Or else were this a savage spectacle.Our reasons are so full of good regardThat were you, Antony, the son of Caesar,You should be satisfied."
ANTONY,". That's all I seek;And am moreover suitor that I mayProduce his body to the marketplace,And in the pulpit, as becomes a friend,Speak in the order of his funeral."
BRUTUS,". You shall, Mark Antony."
CASSIUS,". Brutus, a word with you.[Aside to Brutus.] You know not what you do. Do not consentThat Antony speak in his funeral.Know you how much the people may be movedBy that which he will utter?"
BRUTUS,". By your pardon,I will myself into the pulpit first,And show the reason of our Caesar's death.What Antony shall speak, I will protestHe speaks by leave and by permission,And that we are contented Caesar shallHave all true rites and lawful ceremonies.It shall advantage more than do us wrong."
CASSIUS,. I know not what may fall; I like it not.
BRUTUS,". Mark Antony, here, take you Caesar's body.You shall not in your funeral speech blame us,But speak all good you can devise of Caesar,And say you do't by our permission,Else shall you not have any hand at allAbout his funeral. And you shall speakIn the same pulpit whereto I am going,After my speech is ended."
ANTONY,". Be it so,I do desire no more."
BRUTUS,". Prepare the body then, and follow us.Exeunt all but Antony."
ANTONY,". O, pardon me, thou bleeding piece of earth,That I am meek and gentle with these butchers!Thou art the ruins of the noblest manThat ever lived in the tide of times.Woe to the hand that shed this costly blood!Over thy wounds now do I prophesy(Which like dumb mouths do ope their ruby lipsTo beg the voice and utterance of my tongue)A curse shall light upon the limbs of men;Domestic fury and fierce civil strifeShall cumber all the parts of Italy;Blood and destruction shall be so in use,And dreadful objects so familiar,That mothers shall but smile when they beholdTheir infants quarter'd with the hands of war;All pity choked with custom of fell deeds,And Caesar's spirit ranging for revenge,With Ate by his side come hot from hell,Shall in these confines with a monarch's voiceCry ""Havoc!"" and let slip the dogs of war,That this foul deed shall smell above the earthWith carrion men, groaning for burial.Enter a Servant.You serve Octavius Caesar, do you not?"
ANTONY,. Caesar did write for him to come to Rome.
ANTONY,". Thy heart is big; get thee apart and weep.Passion, I see, is catching, for mine eyes,Seeing those beads of sorrow stand in thine,Began to water. Is thy master coming?"
ANTONY,". Post back with speed and tell him what hath chanced.Here is a mourning Rome, a dangerous Rome,No Rome of safety for Octavius yet;Hie hence, and tell him so. Yet stay awhile,Thou shalt not back till I have borne this corseInto the marketplace. There shall I try,In my oration, how the people takeThe cruel issue of these bloody men,According to the which thou shalt discourseTo young Octavius of the state of things.Lend me your hand.Exeunt with Caesar's body."
BRUTUS,". Then follow me and give me audience, friends.Cassius, go you into the other streetAnd part the numbers.Those that will hear me speak, let 'em stay here;Those that will follow Cassius, go with him;And public reasons shall be renderedOf Caesar's death."
CITIZEN,. I will hear Brutus speak.
CITIZEN,". I will hear Cassius and compare their reasons,When severally we hear them rendered.Exit Cassius, with some Citizens.Brutus goes into the pulpit."
CITIZEN,. The noble Brutus is ascended. Silence!
BRUTUS,". Be patient till the last.Romans, countrymen, and lovers! Hear me for my cause, and besilent, that you may hear. Believe me for mine honor, andhaverespect to mine honor, that you may believe. Censure me inyourwisdom, and awake your senses, that you may the better judge.Ifthere be any in this assembly, any dear friend of Caesar's,tohim I say that Brutus' love to Caesar was no less than his.Ifthen that friend demand why Brutus rose against Caesar, thisismy answer: Not that I loved Caesar less, but that I lovedRomemore. Had you rather Caesar were living and die all slaves,thanthat Caesar were dead to live all freemen? As Caesar lovedme, Iweep for him; as he was fortunate, I rejoice at it; as he wasvaliant, I honor him; but as he was ambitious, I slew him.Thereis tears for his love, joy for his fortune, honor for hisvalor,and death for his ambition. Who is here so base that would beabondman? If any, speak, for him have I offended. Who is heresorude that would not be a Roman? If any, speak, for him have Ioffended. Who is here so vile that will not love his country?Ifany, speak, for him have I offended. I pause for a reply.ALL. None, Brutus, none."
BRUTUS,". Then none have I offended. I have done no more toCaesarthan you shall do to Brutus. The question of his death isenrolled in the Capitol, his glory not extenuated, wherein hewasworthy, nor his offenses enforced, for which he suffereddeath.Enter Antony and others, with Caesar's body.Here comes his body, mourned by Mark Antony, who, though hehadno hand in his death, shall receive the benefit of his dying,aplace in the commonwealth, as which of you shall not? Withthis Idepart- that, as I slew my best lover for the good of Rome, Ihave the same dagger for myself, when it shall please mycountryto need my death.ALL. Live, Brutus, live, live!"
CITIZEN,. Bring him with triumph home unto his house.
CITIZEN,. Give him a statue with his ancestors.
CITIZEN,. Let him be Caesar.
CITIZEN,. Caesar's better partsShall be crown'd in Brutus.
CITIZEN,. We'll bring him to his house with shouts andclamors.
BRUTUS,. My countrymen-
CITIZEN,. Peace! Silence! Brutus speaks.
CITIZEN,". Peace, ho!"
BRUTUS,". Good countrymen, let me depart alone,And, for my sake, stay here with Antony.Do grace to Caesar's corse, and grace his speechTending to Caesar's glories, which Mark Antony,By our permission, is allow'd to make.I do entreat you, not a man depart,Save I alone, till Antony have spoke.Exit."
CITIZEN,". Stay, ho, and let us hear Mark Antony."
CITIZEN,". Let him go up into the public chair;We'll hear him. Noble Antony, go up."
ANTONY,". For Brutus' sake, I am beholding to you.Goes into the pulpit."
CITIZEN,. What does he say of Brutus?
CITIZEN,". He says, for Brutus' sake,He finds himself beholding to us all."
CITIZEN,. 'Twere best he speak no harm of Brutus here.
CITIZEN,. This Caesar was a tyrant.
CITIZEN,". Nay, that's certain.We are blest that Rome is rid of him."
CITIZEN,. Peace! Let us hear what Antony can say.
ANTONY,". You gentle Romans-ALL. Peace, ho! Let us hear him."
ANTONY,". Friends, Romans, countrymen, lend me your ears!I come to bury Caesar, not to praise him.The evil that men do lives after them,The good is oft interred with their bones;So let it be with Caesar. The noble BrutusHath told you Caesar was ambitious;If it were so, it was a grievous fault,And grievously hath Caesar answer'd it.Here, under leave of Brutus and the rest-For Brutus is an honorable man;So are they all, all honorable men-Come I to speak in Caesar's funeral.He was my friend, faithful and just to me;But Brutus says he was ambitious,And Brutus is an honorable man.He hath brought many captives home to Rome,Whose ransoms did the general coffers fill.Did this in Caesar seem ambitious?When that the poor have cried, Caesar hath wept;Ambition should be made of sterner stuff:Yet Brutus says he was ambitious,And Brutus is an honorable man.You all did see that on the LupercalI thrice presented him a kingly crown,Which he did thrice refuse. Was this ambition?Yet Brutus says he was ambitious,And sure he is an honorable man.I speak not to disprove what Brutus spoke,But here I am to speak what I do know.You all did love him once, not without cause;What cause withholds you then to mourn for him?O judgement, thou art fled to brutish beasts,And men have lost their reason. Bear with me;My heart is in the coffin there with Caesar,And I must pause till it come back to me."
CITIZEN,. Methinks there is much reason in his sayings.
CITIZEN,". If thou consider rightly of the matter,Caesar has had great wrong."
CITIZEN,". Has he, masters?I fear there will a worse come in his place."
CITIZEN,. Mark'd ye his words? He would not take thecrown;Therefore 'tis certain he was not ambitious.
CITIZEN,". If it be found so, some will dear abide it."
CITIZEN,". Poor soul, his eyes are red as fire withweeping."
CITIZEN,. There's not a nobler man in Rome than Antony.
CITIZEN,". Now mark him, he begins again to speak."
ANTONY,". But yesterday the word of Caesar mightHave stood against the world. Now lies he there,And none so poor to do him reverence.O masters! If I were disposed to stirYour hearts and minds to mutiny and rage,I should do Brutus wrong and Cassius wrong,Who, you all know, are honorable men.I will not do them wrong; I rather chooseTo wrong the dead, to wrong myself and you,Than I will wrong such honorable men.But here's a parchment with the seal of Caesar;I found it in his closet, 'tis his will.Let but the commons hear this testament-Which, pardon me, I do not mean to read-And they would go and kiss dead Caesar's woundsAnd dip their napkins in his sacred blood,Yea, beg a hair of him for memory,And, dying, mention it within their wills,Bequeathing it as a rich legacyUnto their issue."
CITIZEN,". We'll hear the will. Read it, Mark Antony.ALL. The will, the will! We will hear Caesar's will."
ANTONY,". Have patience, gentle friends, I must not read it;It is not meet you know how Caesar loved you.You are not wood, you are not stones, but men;And, being men, hearing the will of Caesar,It will inflame you, it will make you mad.'Tis good you know not that you are his heirs,For if you should, O, what would come of it!"
CITIZEN,". Read the will; we'll hear it, Antony.You shall read us the will, Caesar's will."
ANTONY,. Will you be patient? Will you stay awhile?I have o'ershot myself to tell you of it.I fear I wrong the honorable menWhose daggers have stabb'd Caesar; I do fear it.
CITIZEN,. They were traitors. Honorable men!ALL. The will! The testament!
CITIZEN,". They were villains, murtherers. The will!Read the will!"
ANTONY,". You will compel me then to read the will?Then make a ring about the corse of Caesar,And let me show you him that made the will.Shall I descend? And will you give me leave?ALL. Come down."
CITIZEN,. Descend.He comes down from the pulpit.
CITIZEN,. You shall have leave.
CITIZEN,". A ring, stand round."
CITIZEN,". Stand from the hearse, stand from the body."
CITIZEN,". Room for Antony, most noble Antony."
ANTONY,". Nay, press not so upon me, stand far off.ALL. Stand back; room, bear back!"
ANTONY,". If you have tears, prepare to shed them now.You all do know this mantle. I rememberThe first time ever Caesar put it on;'Twas on a summer's evening, in his tent,That day he overcame the Nervii.Look, in this place ran Cassius' dagger through;See what a rent the envious Casca made;Through this the well-beloved Brutus stabb'd;And as he pluck'd his cursed steel away,Mark how the blood of Caesar follow'd it,As rushing out of doors, to be resolvedIf Brutus so unkindly knock'd, or no;For Brutus, as you know, was Caesar's angel.Judge, O you gods, how dearly Caesar loved him!This was the most unkindest cut of all;For when the noble Caesar saw him stab,Ingratitude, more strong than traitors' arms,Quite vanquish'd him. Then burst his mighty heart,And, in his mantle muffling up his face,Even at the base of Pompey's statue,Which all the while ran blood, great Caesar fell.O, what a fall was there, my countrymen!Then I, and you, and all of us fell down,Whilst bloody treason flourish'd over us.O, now you weep, and I perceive you feelThe dint of pity. These are gracious drops.Kind souls, what weep you when you but beholdOur Caesar's vesture wounded? Look you here,Here is himself, marr'd, as you see, with traitors."
CITIZEN,. O piteous spectacle!
CITIZEN,. O noble Caesar!
CITIZEN,. O woeful day!
CITIZEN,. O traitors villains!
CITIZEN,. O most bloody sight!
